#id arrival runtime priority
1	6	19	1
2	7	4	9
3	13	25	8
4	20	19	3
5	24	2	10
6	29	29	8
7	29	28	4
8	39	25	2
9	45	29	5
10	47	12	5
11	50	29	4
12	52	11	3
13	52	5	1
14	59	18	6
15	69	11	5
16	78	14	4
17	82	18	8
18	88	22	5
19	96	12	3
20	98	27	8
21	103	8	5
22	113	9	2
23	113	13	4
24	123	24	1
25	127	21	10
26	134	21	1
27	134	21	3
28	142	10	4
29	144	14	9
30	148	29	4
31	158	14	2
32	161	20	4
33	166	21	3
34	173	19	9
35	179	18	1
36	183	27	0
37	188	1	3
38	195	12	10
39	204	19	4
40	210	20	0
41	220	19	8
42	221	8	5
43	224	14	10
44	231	19	4
45	234	26	0
46	237	2	3
47	238	21	4
48	243	24	5
49	245	19	6
50	251	3	9
51	255	3	0
52	257	19	6
53	264	15	3
54	268	11	8
55	277	1	9
56	284	21	2
57	293	10	10
58	295	10	3
59	302	1	4
60	302	21	1
61	311	29	9
62	319	3	4
63	322	1	1
64	328	7	5
65	330	1	2
66	330	1	8
67	330	27	7
68	339	12	9
69	349	13	3
70	352	27	1
71	355	28	3
72	365	5	8
73	368	12	6
74	371	4	9
75	379	5	6
76	387	6	2
77	393	15	4
78	395	2	9
79	405	5	9
80	407	20	9
81	408	22	5
82	412	6	10
83	413	14	2
84	419	0	1
85	421	5	2
86	430	16	3
87	439	9	1
88	441	8	7
89	451	2	2
90	457	14	10
91	461	5	7
92	468	19	6
93	472	6	6
94	479	29	7
95	487	27	7
96	487	22	1
97	488	24	3
98	490	14	4
99	500	13	5
100	510	18	7
101	517	26	7
102	521	6	1
103	531	6	6
104	534	26	3
105	544	16	3
106	548	26	1
107	554	8	8
108	561	25	5
109	561	24	9
110	567	10	0
111	567	13	1
112	572	16	1
113	577	18	4
114	577	11	0
115	578	9	5
116	583	25	8
117	589	8	2
118	591	19	9
119	596	27	0
120	599	22	1
121	600	24	10
122	603	17	10
123	605	11	7
124	609	13	9
125	614	22	8
126	622	28	10
127	628	15	8
128	636	6	1
129	640	24	6
130	644	6	3
131	647	10	1
132	648	15	2
133	648	5	10
134	656	10	5
135	660	25	10
136	660	20	10
137	670	8	5
138	675	19	9
139	680	10	9
140	689	27	10
141	690	29	0
142	690	20	4
143	692	8	0
144	702	12	9
145	706	5	1
146	708	3	1
147	709	16	8
148	713	0	0
149	715	19	6
150	724	10	2
151	732	18	4
152	739	14	5
153	739	1	5
154	748	26	10
155	755	6	9
156	763	22	6
157	773	27	2
158	778	14	4
159	783	3	8
160	792	26	0
161	793	21	4
162	796	29	6
163	803	5	0
164	804	27	3
165	804	3	10
166	812	22	6
167	815	2	3
168	821	25	2
169	829	21	3
170	832	21	2
171	833	2	7
172	836	29	7
173	846	9	9
174	854	3	5
175	854	7	0
176	862	27	2
177	865	14	0
178	871	27	4
179	877	7	2
180	886	25	5
181	886	3	1
182	892	9	9
183	894	29	0
184	903	18	3
185	906	9	6
186	908	10	5
187	910	3	5
188	912	9	0
189	918	10	10
190	924	3	1
191	925	20	5
192	925	24	2
193	932	28	6
194	939	7	6
195	949	19	7
196	952	6	5
197	958	13	4
198	958	4	10
199	967	6	10
200	975	8	8
201	983	17	4
202	985	5	5
203	987	1	7
204	996	14	4
205	998	9	4
206	1007	24	6
207	1010	9	8
208	1016	18	1
209	1019	16	10
210	1021	26	2
211	1029	20	3
212	1031	23	5
213	1036	24	0
214	1037	5	1
215	1040	14	7
216	1047	2	6
217	1049	29	1
218	1059	10	5
219	1069	6	5
220	1078	18	1
221	1087	29	7
222	1089	20	1
223	1096	16	10
224	1101	7	4
225	1105	2	9
226	1106	18	2
227	1113	25	8
228	1119	4	10
229	1119	13	3
230	1123	14	8
231	1128	12	10
232	1128	12	3
233	1129	3	10
234	1138	17	5
235	1140	15	6
236	1149	22	2
237	1150	2	9
238	1159	23	4
239	1165	7	8
240	1173	21	8
241	1178	1	6
242	1180	28	5
243	1185	19	10
244	1187	6	6
245	1194	16	9
246	1197	4	8
247	1200	23	2
248	1201	27	3
249	1204	4	2
250	1213	27	5
251	1217	10	0
252	1226	10	5
253	1229	11	10
254	1229	27	3
255	1236	22	4
256	1239	11	6
257	1248	13	7
258	1258	7	6
259	1260	27	10
260	1264	28	10
261	1271	22	3
262	1276	7	8
263	1286	3	6
264	1296	6	5
265	1296	10	1
266	1298	7	7
267	1307	19	5
268	1310	19	4
269	1318	14	3
270	1323	19	0
271	1327	1	10
272	1332	8	6
273	1333	29	4
274	1340	17	1
275	1350	8	3
276	1360	19	6
277	1366	15	8
278	1367	19	6
279	1370	13	7
280	1374	9	9
281	1378	27	8
282	1380	16	1
283	1388	2	2
284	1398	12	3
285	1408	20	10
286	1408	25	0
287	1415	16	6
288	1417	13	5
289	1423	1	0
290	1425	20	1
291	1426	10	4
292	1433	14	10
293	1439	10	7
294	1447	1	8
295	1456	16	9
296	1465	27	7
297	1472	2	10
298	1475	21	2
299	1483	13	7
300	1489	24	6
301	1496	26	7
302	1505	21	10
303	1514	25	6
304	1519	29	3
305	1521	6	9
306	1531	1	4
307	1535	3	4
308	1538	12	6
309	1542	17	3
310	1551	2	1
311	1553	27	9
312	1562	9	2
313	1568	15	10
314	1569	10	5
315	1572	6	9
316	1582	24	9
317	1583	13	3
318	1586	26	1
319	1595	18	2
320	1605	26	1
321	1615	17	6
322	1623	17	7
323	1632	8	8
324	1640	10	1
325	1640	29	5
326	1649	22	7
327	1654	8	0
328	1663	19	7
329	1671	8	6
330	1679	26	3
331	1689	14	0
332	1692	6	7
333	1702	22	8
334	1707	11	8
335	1711	4	9
336	1718	27	7
337	1719	1	6
338	1720	2	8
339	1729	13	6
340	1733	21	1
341	1738	21	7
342	1743	10	8
343	1743	5	5
344	1749	27	8
345	1750	12	1
346	1758	11	4
347	1762	25	10
348	1772	1	1
349	1777	24	0
350	1777	7	7
351	1787	14	1
352	1791	24	6
353	1801	9	9
354	1805	23	3
355	1805	22	2
356	1815	13	8
357	1816	10	4
358	1816	13	2
359	1826	19	9
360	1836	28	7
361	1841	7	8
362	1847	13	6
363	1857	10	10
364	1863	2	10
365	1871	2	10
366	1881	28	8
367	1888	16	7
368	1888	21	6
369	1891	13	7
370	1901	29	9
371	1906	7	8
372	1908	21	0
373	1914	21	3
374	1920	14	9
375	1925	10	1
376	1927	14	4
377	1935	23	9
378	1938	24	3
379	1947	11	5
380	1950	8	7
381	1960	29	3
382	1967	12	3
383	1973	21	1
384	1980	18	3
385	1983	27	2
386	1986	10	0
387	1993	4	3
388	1998	10	6
389	2004	12	0
390	2005	21	4
391	2011	15	0
392	2021	13	9
393	2021	0	3
394	2031	16	1
395	2031	10	0
396	2033	0	4
397	2033	6	3
398	2036	21	5
399	2044	14	3
400	2052	13	4
401	2053	23	3
402	2054	16	10
403	2062	19	7
404	2063	8	1
405	2063	5	10
406	2073	4	8
407	2076	27	1
408	2080	13	0
409	2089	10	5
410	2090	21	9
411	2093	16	8
412	2100	24	5
413	2104	28	2
414	2113	10	7
415	2113	18	2
416	2121	20	9
417	2124	26	5
418	2129	16	0
419	2134	16	6
420	2144	14	6
421	2150	10	6
422	2153	2	6
423	2161	4	2
424	2169	16	10
425	2174	25	6
426	2181	25	9
427	2186	25	5
428	2194	22	4
429	2203	22	2
430	2205	25	9
431	2211	12	7
432	2212	0	1
433	2218	13	8
434	2226	8	3
435	2234	3	6
436	2235	17	7
437	2245	23	9
438	2247	20	7
439	2254	4	8
440	2261	16	6
441	2266	9	10
442	2266	9	4
443	2267	15	5
444	2275	11	4
445	2284	22	5
446	2286	6	3
447	2293	14	3
448	2298	3	2
449	2299	21	6
450	2306	16	10
451	2306	3	9
452	2314	21	10
453	2314	4	2
454	2317	17	5
455	2324	16	0
456	2324	27	8
457	2325	6	0
458	2329	10	7
459	2333	21	9
460	2343	3	6
461	2352	9	9
462	2360	7	10
463	2365	4	0
464	2371	27	6
465	2371	26	0
466	2380	3	7
467	2384	27	8
468	2388	25	4
469	2389	23	0
470	2397	19	3
471	2400	11	4
472	2402	18	3
473	2412	11	0
474	2420	4	1
475	2424	1	9
476	2428	16	4
477	2437	5	0
478	2443	2	1
479	2443	4	7
480	2443	2	10
481	2444	27	9
482	2449	29	4
483	2456	21	4
484	2463	23	8
485	2471	13	1
486	2475	24	1
487	2481	7	4
488	2488	20	1
489	2494	14	7
490	2494	2	2
491	2504	17	7
492	2511	23	3
493	2511	26	9
494	2513	0	0
495	2523	4	6
496	2532	8	3
497	2540	25	9
498	2542	5	0
499	2543	11	8
500	2551	0	6
501	2559	11	2
502	2563	19	2
503	2570	20	9
504	2574	1	0
505	2576	4	8
506	2583	0	9
507	2593	20	4
508	2602	16	6
509	2609	13	2
510	2613	7	9
511	2621	24	4
512	2621	29	5
513	2621	15	3
514	2631	10	4
515	2641	21	10
516	2646	2	6
517	2647	29	6
518	2653	18	8
519	2663	20	0
520	2673	3	0
521	2681	9	7
522	2683	8	10
523	2688	23	7
524	2696	21	6
525	2706	24	9
526	2716	6	7
527	2719	28	2
528	2728	16	6
529	2734	5	6
530	2738	8	8
531	2740	7	6
532	2750	1	4
533	2757	15	3
534	2760	26	0
535	2767	10	6
536	2770	19	3
537	2780	29	2
538	2781	16	5
539	2786	10	8
540	2786	24	8
541	2793	14	5
542	2795	25	3
543	2802	19	5
544	2812	11	3
545	2820	11	10
546	2821	2	4
547	2826	10	2
548	2831	2	6
549	2831	28	6
550	2837	8	5
551	2838	15	9
552	2844	12	1
553	2851	14	9
554	2851	23	9
555	2852	6	5
556	2852	5	3
557	2857	17	0
558	2864	24	5
559	2866	5	7
560	2872	3	8
561	2873	10	2
562	2881	4	8
563	2891	15	10
564	2897	14	9
565	2902	5	6
566	2910	19	4
567	2919	9	7
568	2928	4	2
569	2932	5	9
570	2941	21	8
571	2945	18	0
572	2952	10	5
573	2954	13	8
574	2956	16	8
575	2956	1	0
576	2960	23	3
577	2968	1	10
578	2970	29	1
579	2973	26	6
580	2974	26	3
581	2981	25	0
582	2988	21	6
583	2989	26	7
584	2997	25	6
585	3002	25	9
586	3005	9	6
587	3009	14	4
588	3012	9	9
589	3017	28	5
590	3026	8	8
591	3036	13	7
592	3036	22	0
593	3040	25	7
594	3041	6	2
595	3048	18	9
596	3051	12	10
597	3059	23	6
598	3060	24	4
599	3068	2	6
600	3068	22	6
601	3076	17	3
602	3079	26	6
603	3082	7	8
604	3090	18	7
605	3090	23	9
606	3097	16	3
607	3103	19	1
608	3113	26	1
609	3117	6	4
610	3125	7	6
611	3126	3	5
612	3129	26	4
613	3138	23	5
614	3144	19	6
615	3144	25	2
616	3153	14	0
617	3154	16	4
618	3154	17	7
619	3154	17	7
620	3156	23	5
621	3164	27	10
622	3164	29	6
623	3168	13	4
624	3176	18	9
625	3179	28	2
626	3182	15	1
627	3184	7	7
628	3190	4	1
629	3193	29	6
630	3201	24	10
631	3204	5	2
632	3204	17	9
633	3210	20	0
634	3219	12	7
635	3224	12	4
636	3231	13	9
637	3240	24	1
638	3243	26	3
639	3245	14	3
640	3253	24	8
641	3258	26	6
642	3263	23	4
643	3264	4	7
644	3266	29	3
645	3273	4	2
646	3282	8	5
647	3287	2	7
648	3292	2	5
649	3300	3	2
650	3301	14	10
651	3308	20	5
652	3310	11	3
653	3316	1	3
654	3317	19	1
655	3319	23	4
656	3324	4	3
657	3332	6	8
658	3336	0	4
659	3346	12	3
660	3347	10	7
661	3356	11	6
662	3360	20	10
663	3365	16	4
664	3373	20	10
665	3382	20	0
666	3384	21	9
667	3387	21	2
668	3387	14	1
669	3390	19	5
670	3394	20	10
671	3403	2	7
672	3407	23	6
673	3410	16	10
674	3416	29	1
675	3419	9	6
676	3420	4	5
677	3420	1	10
678	3422	15	9
679	3423	28	4
680	3428	27	1
681	3430	5	4
682	3440	25	10
683	3445	18	9
684	3449	14	4
685	3455	25	9
686	3456	14	2
687	3461	8	8
688	3463	13	4
689	3463	0	0
690	3468	24	10
691	3472	27	9
692	3478	7	8
693	3484	6	0
694	3486	1	7
695	3492	22	8
696	3494	13	9
697	3497	24	7
698	3497	16	8
699	3499	19	8
700	3502	21	4
701	3504	12	0
702	3513	2	5
703	3519	7	6
704	3524	20	7
705	3525	10	6
706	3533	26	2
707	3539	3	1
708	3541	24	4
709	3549	24	6
710	3554	22	0
711	3561	0	8
712	3567	23	0
713	3567	26	7
714	3571	28	5
715	3571	27	9
716	3575	25	3
717	3581	21	2
718	3588	23	9
719	3598	16	9
720	3601	20	10
721	3603	23	0
722	3613	21	10
723	3621	14	0
724	3623	16	7
725	3630	20	4
726	3633	12	7
727	3640	25	5
728	3647	25	3
729	3652	19	8
730	3653	4	8
731	3653	24	6
732	3653	23	8
733	3661	3	10
734	3668	1	3
735	3671	21	9
736	3676	22	7
737	3677	21	10
738	3683	5	7
739	3690	16	3
740	3695	0	0
741	3697	3	2
742	3703	23	9
743	3704	25	1
744	3713	18	5
745	3714	23	6
746	3722	15	10
747	3727	11	8
748	3729	24	2
749	3738	25	0
750	3739	15	2
751	3740	14	0
752	3741	7	9
753	3750	15	3
754	3758	6	4
755	3760	12	8
756	3768	8	6
757	3775	27	5
758	3779	5	8
759	3784	11	6
760	3789	20	6
761	3794	12	7
762	3799	13	2
763	3801	7	8
764	3806	28	0
765	3816	9	3
766	3823	3	5
767	3824	22	10
768	3830	7	4
769	3832	6	7
770	3838	27	9
771	3848	20	1
772	3854	8	2
773	3861	8	1
774	3865	15	8
775	3867	0	7
776	3872	24	1
777	3882	13	2
778	3889	0	6
779	3898	8	4
780	3903	3	8
781	3906	14	6
782	3909	19	9
783	3914	2	2
784	3921	23	0
785	3923	6	8
786	3930	9	10
787	3938	16	1
788	3938	18	9
789	3944	18	6
790	3953	29	7
791	3959	23	7
792	3960	14	3
793	3968	23	4
794	3978	10	9
795	3988	3	4
796	3993	21	2
797	3996	27	10
798	4000	7	2
799	4000	28	2
800	4006	27	7
801	4008	2	4
802	4015	3	3
803	4024	22	5
804	4026	25	1
805	4036	1	10
806	4039	12	5
807	4042	29	9
808	4044	20	10
809	4047	23	5
810	4052	8	7
811	4062	8	6
812	4065	29	4
813	4069	23	0
814	4078	22	4
815	4086	10	5
816	4094	16	1
817	4096	19	9
818	4105	27	10
819	4114	29	9
820	4115	13	3
821	4124	0	8
822	4126	14	10
823	4133	22	7
824	4138	27	9
825	4145	29	8
826	4146	3	8
827	4147	0	0
828	4157	8	6
829	4165	6	1
830	4171	22	0
831	4179	22	8
832	4184	0	7
833	4186	20	9
834	4196	14	9
835	4202	21	6
836	4204	5	10
837	4214	15	5
838	4214	4	9
839	4218	1	1
840	4223	13	1
841	4226	25	8
842	4236	7	6
843	4240	20	10
844	4242	26	5
845	4242	17	8
846	4247	10	1
847	4251	7	4
848	4260	2	6
849	4267	1	6
850	4273	25	8
851	4278	29	9
852	4280	12	0
853	4287	18	5
854	4291	25	7
855	4298	14	3
856	4302	22	9
857	4305	0	6
858	4312	0	10
859	4313	23	7
860	4318	14	10
861	4320	3	1
862	4329	18	2
863	4338	1	5
864	4340	16	0
865	4347	26	5
866	4355	13	3
867	4362	28	2
868	4362	2	9
869	4362	1	0
870	4369	18	7
871	4373	28	8
872	4376	4	9
873	4381	28	5
874	4381	29	4
875	4381	3	9
876	4386	29	8
877	4393	10	10
878	4402	21	6
879	4407	19	2
880	4413	5	4
881	4415	3	5
882	4423	20	5
883	4429	0	0
884	4438	29	8
885	4439	20	9
886	4449	8	9
887	4456	17	1
888	4460	1	6
889	4460	29	8
890	4462	25	6
891	4466	12	6
892	4475	7	10
893	4477	28	7
894	4479	10	3
895	4488	6	9
896	4495	26	8
897	4498	25	0
898	4502	29	0
899	4510	4	5
900	4515	19	5
901	4515	9	5
902	4520	17	4
903	4524	3	5
904	4524	17	3
905	4526	5	2
906	4526	15	1
907	4532	24	3
908	4537	4	9
909	4542	20	5
910	4552	19	0
911	4556	18	0
912	4565	22	8
913	4565	21	6
914	4568	28	7
915	4575	22	4
916	4584	15	8
917	4592	14	2
918	4601	8	2
919	4609	12	7
920	4611	3	8
921	4613	20	7
922	4614	15	1
923	4623	17	8
924	4627	25	2
925	4637	2	10
926	4640	14	7
927	4650	21	6
928	4651	16	2
929	4653	22	9
930	4662	13	5
931	4668	23	4
932	4670	0	9
933	4671	0	2
934	4678	2	8
935	4688	24	8
936	4697	19	7
937	4700	15	10
938	4709	6	2
939	4718	19	3
940	4726	6	3
941	4728	2	4
942	4732	10	6
943	4732	21	4
944	4735	28	5
945	4744	20	4
946	4749	4	5
947	4759	3	7
948	4768	15	9
949	4768	28	1
950	4769	7	3
951	4774	16	8
952	4781	7	5
953	4782	27	2
954	4787	24	6
955	4795	23	7
956	4797	3	6
957	4804	24	8
958	4806	9	4
959	4815	5	1
960	4823	25	2
961	4823	16	5
962	4830	1	0
963	4831	1	6
964	4832	8	2
965	4837	26	5
966	4847	10	3
967	4852	9	10
968	4852	9	5
969	4857	22	9
970	4861	16	5
971	4868	18	3
972	4869	2	8
973	4879	0	5
974	4882	10	3
975	4885	16	10
976	4894	14	8
977	4904	10	1
978	4911	19	4
979	4912	14	4
980	4920	29	3
981	4921	26	9
982	4925	5	3
983	4926	13	7
984	4930	29	10
985	4935	5	6
986	4940	7	4
987	4940	17	5
988	4950	21	6
989	4952	0	0
990	4958	17	9
991	4965	1	1
992	4970	20	5
993	4978	15	7
994	4980	17	2
995	4980	19	9
996	4986	8	3
997	4996	2	7
998	5000	4	5
999	5009	14	5
1000	5016	25	1
